campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
86,2022-01-01,88,50,600,400,102.6,159,1735
87,2022-01-21,36,60,600,401,147.11,442,3837
88,2022-01-20,64,71,600,403,172.61,169,2944
89,2022-01-20,23,2,601,403,150.8,416,58529
90,2022-01-17,71,88,601,401,151.37,256,36502
91,2022-01-01,85,93,601,401,134.62,679,96350
92,2022-01-04,88,15,601,401,113.64,231,91140
93,2022-01-15,18,88,601,401,111.68,543,75579
94,2022-01-17,39,69,600,403,158.03,997,5628
95,2022-01-06,45,99,601,403,138.23,592,23536
96,2022-01-15,45,83,600,403,82.96,375,6555
97,2022-01-05,12,38,601,401,176.87,711,49074
98,2022-01-22,67,56,601,401,174.64,109,96762
99,2022-01-29,13,21,600,401,109.45,439,4938
100,2022-01-06,74,93,600,403,143.24,955,5226
101,2022-01-29,55,34,601,401,111.34,828,49036
102,2022-01-19,36,65,601,400,121.88,944,31494
103,2022-01-15,5,98,601,400,89.75,644,80845
104,2022-01-29,75,23,600,402,184.09,845,2452
105,2022-01-04,64,14,600,402,189.76,122,2120
106,2022-01-13,73,39,600,402,100.66,284,5377
107,2022-01-04,63,65,600,400,147.59,220,1740
108,2022-01-04,94,20,601,401,183.74,955,75656
109,2022-01-01,4,48,600,400,123.11,645,2376
110,2022-01-18,42,70,601,402,137.64,349,58280
111,2022-01-03,57,100,600,401,109.95,825,3335
112,2022-01-09,22,1,601,402,167.17,351,50563
113,2022-01-14,13,77,600,403,50.54,629,2421
114,2022-01-02,22,3,601,402,132.94,294,21483
115,2022-01-08,11,15,600,401,108.18,657,1720
116,2022-01-23,80,40,601,403,50.19,653,11691
117,2022-01-21,74,31,600,401,138.37,890,3160
118,2022-01-17,20,73,601,401,142.86,657,5906
119,2022-01-11,37,11,600,402,63.06,79,635
120,2022-01-20,75,63,601,401,103.82,956,17064
121,2022-01-15,21,9,600,403,71.66,122,793
122,2022-01-02,97,69,600,403,71.21,946,830
123,2022-01-19,68,17,600,403,115.12,714,3623
124,2022-01-11,90,71,600,403,117.8,39,6945
125,2022-01-26,11,68,601,400,97.04,379,98257
126,2022-01-15,83,78,601,400,136.63,820,55317
127,2022-01-04,62,55,600,402,100.95,307,2728
128,2022-01-01,62,70,600,400,141.54,76,5335
129,2022-01-20,76,89,600,402,148.28,248,527
130,2022-01-27,77,40,600,403,105.11,974,752
131,2022-01-05,14,86,600,402,66.77,375,3571
132,2022-01-06,75,57,600,403,90.22,522,2185
133,2022-01-03,83,58,600,403,98.31,715,5166
134,2022-01-27,30,29,600,400,87.43,588,5599
135,2022-01-06,63,3,601,403,131.41,372,16369
136,2022-01-17,68,76,600,402,105.86,448,2332
137,2022-01-21,1,76,601,400,133.76,352,54812
138,2022-01-16,98,29,600,400,134.93,134,4028
139,2022-01-22,66,91,601,402,186.79,792,49279
140,2022-01-05,82,81,601,403,55.18,229,46936
141,2022-01-16,29,8,601,400,142.56,948,19850
142,2022-01-11,45,30,601,402,147.23,134,43139
143,2022-01-23,32,9,601,400,154.5,498,57122
144,2022-01-21,32,5,600,403,174.86,214,1910
145,2022-01-13,89,10,600,400,155.86,310,3329
146,2022-01-22,69,36,601,401,76.83,773,35705
147,2022-01-04,81,86,600,403,164.92,156,6092
148,2022-01-09,54,70,601,402,178.51,712,86753
149,2022-01-06,90,17,601,401,144.94,588,44271
150,2022-01-29,20,93,600,402,129.75,821,3397
151,2022-01-13,9,74,600,403,143.62,45,3063
152,2022-01-01,100,32,600,402,121.98,718,4560
153,2022-01-28,25,53,601,400,171.7,578,70194
154,2022-01-21,81,25,600,403,184.91,607,1749
155,2022-01-17,67,85,601,400,181.76,1000,91960
156,2022-01-03,96,56,600,401,81.8,508,5636
157,2022-01-21,89,53,600,402,134.48,656,1169
158,2022-01-19,83,94,600,402,183.49,112,3301
159,2022-01-13,92,84,601,403,184.13,210,7692
160,2022-01-25,61,83,601,400,118.24,983,34835
161,2022-01-09,98,13,601,403,114.89,613,6753
162,2022-01-26,57,8,600,401,80.18,441,4351
163,2022-01-03,30,44,600,400,101.44,201,3125
164,2022-01-27,65,14,601,400,118.15,735,13558
165,2022-01-06,1,32,601,400,105.86,938,74928
166,2022-01-03,33,25,600,400,126.01,881,1756
167,2022-01-26,84,58,601,401,163.36,525,59424
168,2022-01-28,35,18,601,400,81.07,172,6175
169,2022-01-27,89,55,600,400,112.46,62,1369
170,2022-01-26,31,60,600,402,143.92,189,4511
171,2022-01-18,10,10,600,403,53.11,734,2885
172,2022-01-24,56,71,600,401,120.08,675,8292
173,2022-01-17,44,84,601,402,121.41,561,86249
174,2022-01-27,35,70,600,400,52.54,728,2423
175,2022-01-08,90,12,600,403,105.11,176,3647
176,2022-01-01,42,31,600,403,70.27,57,8311
177,2022-01-10,67,63,600,402,103.63,84,2224
178,2022-01-29,19,52,600,401,60.2,569,1998
179,2022-01-18,33,22,600,402,184.08,460,1878
180,2022-01-20,76,50,600,403,130.79,365,6871
181,2022-01-15,64,101,600,402,71.22,890,4075
182,2022-01-16,11,37,600,401,177.78,309,3625
183,2022-01-25,31,94,600,403,185.26,30,319
184,2022-01-14,28,72,601,401,67.04,981,63135
185,2022-01-04,62,85,601,400,177.71,464,33287
186,2022-01-19,34,92,601,402,82.67,60,42315
187,2022-01-17,68,63,600,402,92.83,901,8548
188,2022-01-12,37,38,600,400,84.0,157,3906
189,2022-01-19,38,8,600,400,102.66,672,814
190,2022-01-24,72,70,601,401,87.89,202,48435
191,2022-01-10,74,8,600,400,173.25,616,4754
192,2022-01-09,37,8,600,402,164.15,480,6089
193,2022-01-27,48,62,600,402,61.52,308,3899
194,2022-01-23,11,68,601,400,181.91,155,76681
195,2022-01-07,50,21,601,401,110.81,932,33690
196,2022-01-17,43,8,600,401,156.67,361,2815
197,2022-01-18,56,11,600,402,155.4,396,1793
198,2022-01-17,37,9,600,402,143.96,287,4574
199,2022-01-14,49,87,600,401,146.31,226,343
200,2022-01-18,24,52,600,400,161.89,630,2684
201,2022-01-06,75,73,600,401,82.29,424,1021
202,2022-01-29,92,77,600,402,138.05,337,2956
203,2022-01-08,66,11,600,402,148.21,682,4818
204,2022-01-29,27,75,600,403,135.16,697,3420
205,2022-01-16,89,41,601,400,134.06,15,46042
206,2022-01-25,78,34,601,403,177.87,249,71700
207,2022-01-27,85,27,601,401,88.81,354,29438
208,2022-01-14,86,86,601,401,163.49,815,38399
209,2022-01-20,21,92,600,401,71.83,956,6529
210,2022-01-09,51,34,601,400,126.24,676,44813
211,2022-01-19,70,51,601,402,187.33,82,17542
212,2022-01-20,36,17,601,401,87.51,670,71965
213,2022-01-06,64,86,600,403,149.75,324,5493
214,2022-01-25,44,59,601,402,183.89,945,60176
215,2022-01-06,33,41,600,401,115.09,289,1116
216,2022-01-28,53,10,600,401,155.92,387,8911
217,2022-01-12,17,80,601,402,58.63,679,4756
218,2022-01-09,10,73,600,400,51.52,979,4073
219,2022-01-03,3,10,601,402,159.37,326,25341
220,2022-01-15,28,69,601,400,143.02,60,65387
221,2022-01-13,56,28,600,402,64.16,114,575
222,2022-01-24,87,17,600,402,182.86,356,1436
223,2022-01-10,10,9,601,403,188.57,384,25135
224,2022-01-01,38,32,600,402,170.42,910,5713
225,2022-01-13,65,21,601,400,80.02,474,11046
226,2022-01-22,31,57,601,400,155.33,112,22792
227,2022-01-24,39,70,601,402,131.93,131,83116
228,2022-01-25,15,91,600,403,175.43,715,3514
229,2022-01-20,59,84,600,402,75.31,167,3100
230,2022-01-04,33,86,600,400,108.33,271,555
231,2022-01-27,69,39,601,402,123.72,188,69839
232,2022-01-28,56,85,601,403,107.47,652,57466
233,2022-01-25,19,14,600,403,151.16,413,634
234,2022-01-18,94,18,601,401,111.91,407,88085
235,2022-01-06,14,34,600,400,129.25,397,5208
236,2022-01-27,13,14,600,401,83.67,576,857
237,2022-01-15,28,20,600,401,57.35,294,2135
238,2022-01-02,80,78,601,400,106.79,51,97330
239,2022-01-06,90,27,601,400,168.55,258,97868
240,2022-01-06,74,92,600,401,60.83,901,4020
241,2022-01-20,74,88,601,400,105.61,730,23174
242,2022-01-07,79,82,600,401,167.31,363,2378
243,2022-01-11,13,65,601,402,169.09,839,66063
244,2022-01-05,97,63,600,402,136.79,790,436
245,2022-01-02,19,7,600,402,186.25,536,7425
246,2022-01-26,63,55,600,403,65.26,390,1662
247,2022-01-01,7,6,600,402,127.95,235,7951
248,2022-01-21,13,99,601,402,127.88,614,90946
249,2022-01-16,89,17,600,400,129.28,230,291
250,2022-01-19,55,34,600,403,147.86,314,767
251,2022-01-18,89,57,601,400,88.6,517,35076
252,2022-01-13,17,71,601,401,119.73,247,51807
253,2022-01-26,74,91,601,402,66.77,978,43265
254,2022-01-28,6,55,600,401,71.8,606,519
255,2022-01-08,49,15,600,401,99.35,624,4480
256,2022-01-19,28,89,600,401,57.46,513,3137
257,2022-01-02,32,70,601,402,54.8,373,36578
258,2022-01-16,99,5,601,400,142.11,846,46245
259,2022-01-12,52,48,601,403,59.21,23,97620
260,2022-01-27,86,75,601,403,99.54,405,4659
261,2022-01-15,67,71,601,402,181.68,170,91651
262,2022-01-11,81,19,600,400,85.82,818,2010
263,2022-01-15,7,6,601,402,100.29,457,4066
264,2022-01-09,71,40,600,401,131.12,897,103
265,2022-01-21,73,6,601,403,156.33,653,21664
266,2022-01-21,11,46,600,400,110.38,673,1367
267,2022-01-21,24,32,601,402,119.03,304,71975
268,2022-01-22,50,86,600,400,181.07,68,2345
269,2022-01-03,29,100,600,401,99.64,182,5010
270,2022-01-29,21,53,601,402,71.93,505,44693
271,2022-01-11,66,80,601,403,55.57,931,25808
272,2022-01-01,76,96,601,400,58.9,256,80476
273,2022-01-29,87,20,601,400,57.98,89,2079
274,2022-01-07,57,31,601,403,94.82,991,51134
275,2022-01-29,49,21,600,402,100.32,63,1964
276,2022-01-09,47,23,600,402,106.36,745,5216
277,2022-01-08,60,4,601,401,172.87,992,94523
278,2022-01-09,39,23,600,400,114.19,47,4270
279,2022-01-23,93,43,601,403,145.64,69,35103
280,2022-01-13,22,101,600,400,188.74,891,4157
281,2022-01-06,13,86,601,402,157.87,866,7357
282,2022-01-11,6,95,600,401,77.86,188,2449
283,2022-01-18,54,35,601,400,136.31,318,82989
284,2022-01-27,51,21,600,400,102.96,328,4992
285,2022-01-04,55,14,601,401,184.02,490,17075
286,2022-01-05,83,49,600,401,141.59,786,2042
287,2022-01-19,59,61,601,402,115.47,525,38342
288,2022-01-13,95,29,601,401,161.4,781,30807
289,2022-01-18,94,26,601,402,167.83,896,12327
290,2022-01-21,75,59,600,403,163.52,601,6264
291,2022-01-04,50,30,600,403,59.11,550,3758
292,2022-01-29,42,85,600,402,144.72,721,1949
293,2022-01-25,31,43,601,402,163.72,743,53686
294,2022-01-23,79,36,601,400,116.21,174,74417
295,2022-01-06,93,9,601,401,114.79,188,29307
296,2022-01-24,46,99,601,402,156.8,675,56858
297,2022-01-24,89,36,600,401,107.04,498,2515
298,2022-01-27,76,66,600,400,69.79,438,523
299,2022-01-01,52,69,601,403,129.13,94,42512
300,2022-01-20,1,43,600,400,95.41,941,878
301,2022-01-27,75,15,600,400,125.83,273,1356
302,2022-01-16,100,34,601,401,64.66,840,98534
303,2022-01-15,17,23,600,402,113.32,161,1697
304,2022-01-03,99,34,601,400,118.81,276,44047
305,2022-01-26,14,5,600,402,146.08,81,6985
306,2022-01-19,78,56,600,402,174.53,824,4406
307,2022-01-09,15,101,601,403,180.04,18,47092
308,2022-01-05,80,41,600,400,110.57,661,2177
309,2022-01-25,15,66,601,400,130.15,888,59257
310,2022-01-18,41,15,600,400,87.81,627,6292
311,2022-01-19,23,74,600,402,185.87,984,5166
312,2022-01-27,74,6,600,401,138.74,435,5534
313,2022-01-03,71,1,600,403,185.94,78,5442
314,2022-01-08,9,69,600,400,147.86,302,5727
315,2022-01-02,48,95,600,403,156.35,313,2644
316,2022-01-12,27,26,601,402,69.65,805,71169
317,2022-01-14,11,47,600,403,53.26,218,6706
318,2022-01-25,43,86,600,403,122.99,196,4357
319,2022-01-16,6,80,600,400,179.66,11,2436
320,2022-01-24,84,16,600,400,149.4,549,2042
321,2022-01-08,76,39,601,402,174.46,812,3029
322,2022-01-28,83,65,601,400,143.55,916,90713
323,2022-01-12,41,40,600,400,115.76,50,3991
324,2022-01-04,57,42,600,403,55.37,974,3229
325,2022-01-18,41,38,600,401,80.68,499,4352
326,2022-01-02,57,25,600,402,108.7,82,1812
327,2022-01-04,75,49,600,400,82.55,52,4544
328,2022-01-09,53,23,601,403,144.17,422,79865
329,2022-01-22,91,79,600,403,78.64,758,2591
330,2022-01-02,58,52,600,403,182.71,32,6041
331,2022-01-06,24,1,601,402,167.48,327,33937
332,2022-01-26,43,39,601,402,66.63,930,75661
333,2022-01-08,90,37,601,400,76.13,503,15134
334,2022-01-13,41,27,600,403,157.67,360,6597
335,2022-01-29,2,75,600,400,140.63,990,1758
336,2022-01-01,13,42,601,402,151.02,697,27850
337,2022-01-23,15,60,600,403,140.61,823,6665
338,2022-01-20,45,87,600,402,60.9,913,7816
339,2022-01-18,1,61,601,402,151.01,725,20125
340,2022-01-18,83,95,601,402,167.34,899,55487
341,2022-01-03,86,22,600,403,184.81,138,3767
342,2022-01-12,51,37,601,403,139.72,651,73106
343,2022-01-16,44,66,601,401,106.55,292,95993
344,2022-01-12,87,85,601,402,79.92,118,56578
345,2022-01-10,39,82,600,400,69.56,512,4919
346,2022-01-17,59,12,601,403,126.55,420,57186
347,2022-01-12,12,97,600,400,190.36,418,810
348,2022-01-11,90,40,601,401,135.14,761,67805
349,2022-01-01,5,29,600,403,102.99,212,3527
350,2022-01-01,55,19,600,401,139.35,761,6691
351,2022-01-05,95,32,601,400,141.24,961,3783
352,2022-01-13,68,61,601,401,150.72,565,16250
353,2022-01-24,84,79,600,401,139.07,750,4148
354,2022-01-14,94,10,600,403,122.05,455,4570
355,2022-01-01,94,81,600,400,133.3,142,6186
356,2022-01-07,95,92,600,400,124.19,134,1896
357,2022-01-17,8,64,601,400,144.49,149,89024
358,2022-01-07,85,52,600,402,151.95,390,1307
359,2022-01-10,73,84,600,400,105.36,312,516
360,2022-01-26,34,97,600,400,168.6,366,3226
361,2022-01-08,64,14,600,402,190.29,758,3377
362,2022-01-07,50,29,601,400,84.03,538,89812
363,2022-01-22,19,23,601,401,153.98,569,49273
364,2022-01-19,24,90,601,403,54.3,905,4983
365,2022-01-21,97,67,600,402,72.22,178,5490
366,2022-01-06,46,72,601,402,179.8,630,66466
367,2022-01-11,44,32,601,400,100.58,87,91681
368,2022-01-21,21,16,601,401,114.16,628,22449
369,2022-01-09,40,59,601,400,172.78,870,85451
370,2022-01-28,45,18,601,402,171.36,731,75593
371,2022-01-02,42,60,601,401,73.27,602,35084
372,2022-01-29,22,86,601,400,147.56,691,90694
373,2022-01-08,31,68,600,400,117.77,346,271
374,2022-01-15,38,77,601,403,164.48,299,50410
375,2022-01-05,81,41,601,401,99.4,195,36214
376,2022-01-03,7,97,601,403,141.41,429,98588
377,2022-01-02,30,57,601,401,63.62,760,38401
378,2022-01-16,35,79,600,403,180.91,434,3431
379,2022-01-24,88,65,601,402,131.36,917,51899
380,2022-01-09,99,55,601,401,175.28,649,50496
381,2022-01-27,54,71,601,400,153.88,514,16627
382,2022-01-12,2,58,601,401,160.09,792,4612
383,2022-01-04,47,21,600,403,181.55,699,4291
384,2022-01-25,96,61,601,400,115.79,818,17726
385,2022-01-06,10,58,600,400,130.21,931,694
386,2022-01-03,90,32,600,402,128.87,431,1723
387,2022-01-15,61,36,600,403,177.02,96,411
388,2022-01-19,11,67,600,401,131.51,443,5402
389,2022-01-18,63,31,601,400,155.81,149,22520
390,2022-01-13,23,36,601,403,96.79,573,42097
391,2022-01-24,13,57,600,401,102.11,573,4617
392,2022-01-25,40,37,601,402,58.85,660,54576
393,2022-01-26,81,31,601,401,158.66,182,61525
394,2022-01-10,19,35,601,400,125.0,621,70327
395,2022-01-13,40,43,600,400,168.24,58,1958
396,2022-01-15,3,70,600,402,120.57,963,8492
397,2022-01-14,48,20,600,402,56.68,662,2807
398,2022-01-22,41,89,601,401,160.02,907,43436
399,2022-01-15,23,20,601,403,57.38,190,73451
400,2022-01-14,61,91,601,401,188.53,169,7492
401,2022-01-16,8,28,600,400,113.42,618,3393
402,2022-01-17,76,53,600,403,183.87,648,1699
403,2022-01-28,5,60,601,402,121.71,841,87174
404,2022-01-09,70,54,600,403,182.64,106,8919
405,2022-01-11,75,54,600,402,80.25,105,4146
406,2022-01-23,84,99,600,403,151.69,431,493
407,2022-01-11,13,90,600,400,120.81,612,7971
408,2022-01-12,55,98,601,401,189.69,584,75215
409,2022-01-11,25,74,600,403,160.29,39,378
410,2022-01-20,2,1,600,400,67.96,707,4359
411,2022-01-19,54,39,601,400,74.08,829,52167
412,2022-01-11,40,97,601,403,56.29,979,81329
413,2022-01-19,49,50,600,401,186.41,90,4439
414,2022-01-24,57,54,601,402,100.69,316,71366
415,2022-01-08,19,69,601,401,121.38,772,6280
416,2022-01-29,9,96,601,402,154.98,869,41428
417,2022-01-01,1,95,601,401,165.95,150,57134
418,2022-01-05,2,70,600,403,171.74,824,584
419,2022-01-01,18,29,600,402,178.33,480,2490
420,2022-01-24,6,35,601,401,99.59,220,90355
421,2022-01-28,2,56,601,402,96.62,298,65476
422,2022-01-13,30,63,601,400,151.01,560,15474
423,2022-01-15,18,4,601,402,136.31,925,67742
424,2022-01-18,19,50,601,400,121.4,411,90238
425,2022-01-12,67,44,601,402,170.71,643,22695
426,2022-01-18,66,86,600,403,66.66,430,5203
427,2022-01-11,97,52,600,403,74.13,132,2273
428,2022-01-23,9,60,601,400,71.45,731,48151
429,2022-01-16,28,17,601,401,146.99,29,36815
430,2022-01-26,3,80,600,402,102.09,412,3585
431,2022-01-17,75,51,600,400,96.48,979,1974
432,2022-01-03,71,85,601,401,70.91,464,35602
433,2022-01-11,93,4,600,402,70.34,70,8354
434,2022-01-13,96,55,600,401,56.12,568,6970
435,2022-01-29,8,60,601,402,51.56,787,2219
436,2022-01-19,94,24,600,400,185.76,883,1097
437,2022-01-08,15,49,600,403,115.05,458,1885
438,2022-01-28,38,59,600,403,88.43,604,7300
439,2022-01-11,100,98,600,403,92.24,969,656
440,2022-01-16,10,36,600,402,108.25,602,2941
441,2022-01-12,82,54,601,401,162.88,636,55818
442,2022-01-01,1,33,601,400,115.38,171,24937
443,2022-01-12,67,11,600,402,93.82,29,2015
444,2022-01-25,23,96,601,403,85.76,760,28014
445,2022-01-14,4,70,600,400,61.56,573,6332
446,2022-01-05,59,45,600,402,129.73,583,1782
447,2022-01-22,68,9,601,401,98.82,661,44963
448,2022-01-17,55,100,601,400,144.02,606,78129
449,2022-01-03,56,84,601,403,77.47,239,43873
450,2022-01-11,47,6,601,400,105.3,970,34439
451,2022-01-04,39,97,601,401,60.26,779,15727
452,2022-01-01,72,4,600,402,121.01,163,1711
453,2022-01-16,2,26,600,402,124.34,115,5092
454,2022-01-18,56,80,601,403,186.65,362,39305
455,2022-01-14,54,20,601,400,66.75,175,92245
456,2022-01-02,20,31,601,400,66.32,935,52358
457,2022-01-16,52,17,600,401,51.72,812,6639
458,2022-01-19,59,15,600,402,111.69,638,989
459,2022-01-09,41,28,601,401,113.99,868,13467
460,2022-01-20,58,60,600,402,185.66,71,908
461,2022-01-03,29,99,600,400,172.44,760,5414
462,2022-01-15,79,78,601,401,89.72,202,52298
463,2022-01-21,17,78,601,402,179.92,334,70419
464,2022-01-03,19,96,600,402,123.59,746,971
465,2022-01-10,29,100,601,401,88.97,479,35310
466,2022-01-22,37,21,601,402,136.37,337,11395
467,2022-01-04,17,40,600,401,121.0,765,159
468,2022-01-06,65,4,601,403,62.6,241,30486
469,2022-01-20,62,40,600,401,93.7,556,2506
470,2022-01-10,19,49,600,401,171.41,696,5505
471,2022-01-02,18,92,601,400,185.09,703,58197
472,2022-01-17,9,26,601,402,67.92,416,70604
473,2022-01-08,7,10,601,402,72.25,11,53148
474,2022-01-08,27,76,601,402,185.67,520,55753
475,2022-01-03,47,89,601,400,83.99,328,14406
476,2022-01-03,87,81,601,400,156.83,971,47715
477,2022-01-24,91,32,601,403,128.75,193,32987
478,2022-01-05,99,14,601,400,73.18,18,35789
479,2022-01-23,23,90,600,403,123.27,93,4594
480,2022-01-08,54,88,600,401,173.48,461,3738
481,2022-01-02,54,16,600,400,185.21,19,1028
482,2022-01-12,64,73,601,401,178.19,679,62871
483,2022-01-23,84,101,601,403,166.06,745,82669
484,2022-01-19,66,6,600,403,59.61,112,1458
485,2022-01-23,88,55,600,401,185.35,587,547
486,2022-01-23,94,9,600,400,142.17,410,2188
487,2022-01-08,81,44,601,402,139.4,724,87779
488,2022-01-14,67,2,601,402,81.55,188,97262
489,2022-01-16,25,54,601,401,128.51,44,25736
490,2022-01-19,86,63,601,402,129.58,456,77956
491,2022-01-09,61,14,601,400,79.43,998,65127
492,2022-01-26,60,56,601,402,150.16,676,35200
493,2022-01-22,80,47,601,402,182.42,291,14945
494,2022-01-28,91,82,601,400,108.45,118,95003
495,2022-01-04,25,59,600,401,57.74,739,962
496,2022-01-18,99,56,600,403,127.6,136,4647
497,2022-01-09,71,67,600,403,76.13,452,5036
498,2022-01-29,29,35,601,402,94.1,127,1573
499,2022-01-15,57,79,600,402,134.39,770,3012
500,2022-01-18,80,69,601,403,71.52,934,57416
501,2022-01-05,1,100,600,403,156.44,323,4689
502,2022-01-20,96,56,601,400,81.54,957,88610
503,2022-01-21,48,94,600,403,96.93,288,3933
504,2022-01-14,79,42,600,400,175.43,937,3569
505,2022-01-26,54,12,600,403,67.86,370,4184
506,2022-01-23,61,58,601,403,123.03,839,73001
507,2022-01-27,40,32,601,401,187.11,744,62148
508,2022-01-04,26,97,601,402,130.55,789,75477
509,2022-01-11,39,60,600,400,167.17,253,2846
510,2022-01-26,49,86,601,403,56.88,385,6581
511,2022-01-28,22,49,600,403,184.68,594,4269
512,2022-01-04,32,64,600,403,177.71,531,471
513,2022-01-23,97,24,600,401,54.13,804,2163
514,2022-01-09,100,46,601,403,151.51,670,83340
515,2022-01-28,65,34,601,402,73.56,951,37514
516,2022-01-08,100,44,601,400,155.68,541,11591
517,2022-01-25,61,36,601,401,77.3,660,16062
518,2022-01-08,17,77,600,400,163.97,920,564
519,2022-01-20,41,36,601,402,112.31,686,21636
520,2022-01-15,62,72,601,403,131.34,489,71643
521,2022-01-21,69,2,600,401,150.82,223,4844
522,2022-01-27,61,25,601,402,109.22,633,37425
523,2022-01-12,6,11,600,403,90.55,71,3524
524,2022-01-21,31,53,601,400,64.96,210,69448
525,2022-01-10,72,63,600,401,114.38,406,3302
526,2022-01-16,79,31,601,401,173.86,543,6080
527,2022-01-21,82,89,601,400,87.87,739,27186
528,2022-01-17,74,61,600,402,55.17,581,2519
529,2022-01-26,71,63,601,402,64.13,676,45209
530,2022-01-07,67,58,601,402,54.05,288,83115
531,2022-01-18,72,3,600,400,138.87,382,4096
532,2022-01-16,77,29,601,402,144.81,229,33142
533,2022-01-27,63,52,601,402,131.89,283,28614
534,2022-01-18,13,89,601,403,148.78,778,37895
535,2022-01-21,23,32,600,403,84.28,767,7003
536,2022-01-19,88,75,601,401,157.32,416,76802
